,date,ticker_stock1,open_stock1,high_stock1,low_stock1,close_stock1,volume_stock1,count_stock1,wap_stock1,ticker_stock2,open_stock2,high_stock2,low_stock2,close_stock2,volume_stock2,count_stock2,wap_stock2,spread,mean_spread,std_spread,z_score,signal
10,2024-06-27 12:41:00,CVLT,119.95,119.95,119.95,119.95,0.0,0.0,119.95,TXRH,174.01,174.01,174.01,174.01,0.0,0.0,174.01,-54.05999999999999,,,,None
11,2024-06-27 12:41:05,CVLT,119.95,119.95,119.95,119.95,0.0,0.0,119.95,TXRH,174.01,174.01,174.01,174.01,0.0,0.0,174.01,-54.05999999999999,,,,None
12,2024-06-27 12:41:10,CVLT,119.95,119.95,119.95,119.95,0.0,0.0,119.95,TXRH,174.01,174.01,174.01,174.01,0.0,0.0,174.01,-54.05999999999999,,,,None
13,2024-06-27 12:41:15,CVLT,119.95,119.95,119.95,119.95,0.0,0.0,119.95,TXRH,174.01,174.01,174.01,174.01,0.0,0.0,174.01,-54.05999999999999,,,,None
14,2024-06-27 12:41:20,CVLT,119.95,119.95,119.95,119.95,0.0,0.0,119.95,TXRH,174.05,174.06,174.03,174.03,2111.0,12.0,174.0503694931312,-54.08,,,,None
15,2024-06-27 12:41:25,CVLT,119.95,119.95,119.95,119.95,0.0,0.0,119.95,TXRH,174.03,174.03,174.03,174.03,0.0,0.0,174.03,-54.08,,,,None
16,2024-06-27 12:41:30,CVLT,119.95,119.95,119.95,119.95,0.0,0.0,119.95,TXRH,174.03,174.03,174.03,174.03,0.0,0.0,174.03,-54.08,,,,None
17,2024-06-27 12:41:35,CVLT,119.95,119.95,119.95,119.95,0.0,0.0,119.95,TXRH,174.03,174.03,174.03,174.03,0.0,0.0,174.03,-54.08,,,,None
18,2024-06-27 12:41:40,CVLT,119.95,119.95,119.95,119.95,0.0,0.0,119.95,TXRH,174.01,174.01,174.01,174.01,100.0,1.0,174.01,-54.05999999999999,,,,None
19,2024-06-27 12:41:45,CVLT,119.95,119.95,119.95,119.95,0.0,0.0,119.95,TXRH,174.01,174.01,174.01,174.01,0.0,0.0,174.01,-54.05999999999999,,,,None
20,2024-06-27 12:41:50,CVLT,119.91,119.91,119.91,119.91,165.0,1.0,119.91,TXRH,174.01,174.01,174.01,174.01,0.0,0.0,174.01,-54.099999999999994,,,,None
21,2024-06-27 12:41:55,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,173.97,174.01,173.96,173.98,1800.0,7.0,173.9759833333333,-54.06999999999999,,,,None
22,2024-06-27 12:42:00,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,174.0,174.01,173.96,174.01,935.0,6.0,173.9696256684492,-54.099999999999994,,,,None
23,2024-06-27 12:42:05,CVLT,119.94,119.94,119.94,119.94,100.0,1.0,119.94,TXRH,174.01,174.01,174.01,174.01,0.0,0.0,174.01,-54.06999999999999,,,,None
24,2024-06-27 12:42:10,CVLT,119.94,119.94,119.94,119.94,0.0,0.0,119.94,TXRH,174.01,174.01,174.01,174.01,0.0,0.0,174.01,-54.06999999999999,,,,None
25,2024-06-27 12:42:15,CVLT,119.94,119.94,119.94,119.94,0.0,0.0,119.94,TXRH,173.96,174.01,173.95,174.01,1992.0,12.0,173.9877510040161,-54.06999999999999,,,,None
26,2024-06-27 12:42:20,CVLT,119.91,119.91,119.91,119.91,100.0,1.0,119.91,TXRH,174.01,174.01,174.01,174.01,0.0,0.0,174.01,-54.099999999999994,,,,None
27,2024-06-27 12:42:25,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,174.01,174.01,174.01,174.01,0.0,0.0,174.01,-54.099999999999994,,,,None
28,2024-06-27 12:42:30,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,174.01,174.01,174.01,174.01,0.0,0.0,174.01,-54.099999999999994,,,,None
29,2024-06-27 12:42:35,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,174.01,174.01,174.01,174.01,0.0,0.0,174.01,-54.099999999999994,-54.07799999999999,0.02234525329522218,-0.9845491438089704,None
30,2024-06-27 12:42:40,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,174.01,174.01,174.01,174.01,0.0,0.0,174.01,-54.099999999999994,-54.07699999999999,0.020535923108812804,-1.1199886110857613,None
31,2024-06-27 12:42:45,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,173.95,173.99,173.95,173.99,793.0,6.0,173.9638713745271,-54.08000000000001,-54.075333333333326,0.01795268365940622,-0.2599425665388753,None
32,2024-06-27 12:42:50,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,173.98,173.98,173.98,173.98,300.0,1.0,173.98,-54.06999999999999,-54.07599999999999,0.017340405277052762,0.3460126741063118,None
33,2024-06-27 12:42:55,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,174.01,174.01,174.01,174.01,200.0,2.0,174.01,-54.099999999999994,-54.077666666666666,0.01715715058195955,-1.3016924475100062,None
34,2024-06-27 12:43:00,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,174.01,174.01,174.01,174.01,100.0,1.0,174.01,-54.099999999999994,-54.079666666666654,0.016078113916956,-1.2646591160109184,None
35,2024-06-27 12:43:05,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,173.98,173.98,173.98,173.98,100.0,1.0,173.98,-54.06999999999999,-54.07899999999999,0.016049492418662825,0.5607653977601731,None
36,2024-06-27 12:43:10,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,173.98,173.98,173.98,173.98,0.0,0.0,173.98,-54.06999999999999,-54.07833333333333,0.015992095748741955,0.5210907603523772,None
37,2024-06-27 12:43:15,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,173.98,173.98,173.98,173.98,0.0,0.0,173.98,-54.06999999999999,-54.077999999999996,0.016060231457949017,0.49812482596837476,None
38,2024-06-27 12:43:20,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,173.98,173.98,173.98,173.98,0.0,0.0,173.98,-54.06999999999999,-54.078333333333326,0.015774998406110404,0.528262071335929,None
39,2024-06-27 12:43:25,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,173.98,173.98,173.98,173.98,0.0,0.0,173.98,-54.06999999999999,-54.078666666666656,0.015477087254558168,0.55996755229965,None
40,2024-06-27 12:43:30,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,173.98,173.98,173.98,173.98,0.0,0.0,173.98,-54.06999999999999,-54.07899999999999,0.015165750888108407,0.5934424260560232,None
41,2024-06-27 12:43:35,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,173.98,173.98,173.98,173.98,210.0,2.0,173.98,-54.06999999999999,-54.07933333333333,0.014840144374555147,0.6289246989632076,None
42,2024-06-27 12:43:40,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,173.98,173.98,173.98,173.98,0.0,0.0,173.98,-54.06999999999999,-54.07966666666666,0.014499306364707467,0.6666985594702174,None
43,2024-06-27 12:43:45,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,173.98,173.98,173.98,173.98,0.0,0.0,173.98,-54.06999999999999,-54.07999999999999,0.014142135623737244,0.7071067811860922,None
44,2024-06-27 12:43:50,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,173.98,173.98,173.98,173.98,0.0,0.0,173.98,-54.06999999999999,-54.07966666666666,0.01425949975747769,0.6779106442074602,None
45,2024-06-27 12:43:55,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,173.98,173.98,173.98,173.98,0.0,0.0,173.98,-54.06999999999999,-54.07933333333333,0.014367908045688667,0.6495958425999433,None
46,2024-06-27 12:44:00,CVLT,119.91,119.91,119.91,119.91,0.0,0.0,119.91,TXRH,173.98,173.98,173.98,173.98,0.0,0.0,173.98,-54.06999999999999,-54.078999999999986,0.014467561813510674,0.6220813234465324,None
47,2024-06-27 12:44:05,CVLT,119.98,119.99,119.98,119.99,800.0,8.0,119.9825,TXRH,173.97,174.0,173.97,174.0,200.0,2.0,173.9875,-54.010000000000005,-54.07666666666666,0.01917853205941737,3.476108935768104,"Buy CVLT, Sell TXRH"
48,2024-06-27 12:44:10,CVLT,119.99,119.99,119.99,119.99,0.0,0.0,119.99000000000001,TXRH,174.0,174.0,174.0,174.0,0.0,0.0,174.0,-54.010000000000005,-54.074999999999996,0.022552620460939077,2.882148445346739,"Buy CVLT, Sell TXRH"
49,2024-06-27 12:44:15,CVLT,119.99,119.99,119.99,119.99,0.0,0.0,119.99000000000001,TXRH,174.0,174.0,174.0,174.0,0.0,0.0,174.0,-54.010000000000005,-54.07333333333333,0.025370813170244866,2.4963067958579828,None
50,2024-06-27 12:44:20,CVLT,119.99,119.99,119.99,119.99,0.0,0.0,119.99000000000001,TXRH,174.0,174.0,174.0,174.0,0.0,0.0,174.0,-54.010000000000005,-54.07033333333332,0.027352530404700807,2.2057678920612536,None
51,2024-06-27 12:44:25,CVLT,119.95,119.95,119.95,119.95,100.0,1.0,119.95,TXRH,174.0,174.0,174.0,174.0,0.0,0.0,174.0,-54.05,-54.06966666666666,0.027603514685422725,0.7124696579690157,None
52,2024-06-27 12:44:30,CVLT,119.95,119.95,119.95,119.95,0.0,0.0,119.95,TXRH,173.97,173.97,173.97,173.97,113.0,1.0,173.97,-54.019999999999996,-54.067,0.028424127681998902,1.6535247985734813,None
53,2024-06-27 12:44:35,CVLT,119.95,119.95,119.92,119.93,620.0,6.0,119.941935483871,TXRH,173.97,173.97,173.97,173.97,0.0,0.0,173.97,-54.03999999999999,-54.066,0.028839627909022093,0.9015372903572277,None
54,2024-06-27 12:44:40,CVLT,119.89,119.89,119.89,119.89,100.0,1.0,119.89,TXRH,174.0,174.0,174.0,174.0,165.0,1.0,174.0,-54.11,-54.06733333333332,0.029934795038931303,-1.4253201537270126,None
55,2024-06-27 12:44:45,CVLT,119.89,119.89,119.89,119.89,0.0,0.0,119.89,TXRH,174.0,174.0,174.0,174.0,0.0,0.0,174.0,-54.11,-54.068666666666665,0.03093188660905246,-1.3362693926738236,None
56,2024-06-27 12:44:50,CVLT,119.89,119.89,119.89,119.89,0.0,0.0,119.89,TXRH,174.0,174.0,174.0,174.0,0.0,0.0,174.0,-54.11,-54.068999999999996,0.031332477366638876,-1.308546385280677,None
57,2024-06-27 12:44:55,CVLT,119.89,119.89,119.89,119.89,0.0,0.0,119.89,TXRH,174.01,174.01,174.01,174.01,209.0,2.0,174.01,-54.11999999999999,-54.06966666666666,0.032215153141866765,-1.562411735610042,None
58,2024-06-27 12:45:00,CVLT,119.89,119.89,119.89,119.89,0.0,0.0,119.89,TXRH,174.01,174.01,174.01,174.01,0.0,0.0,174.01,-54.11999999999999,-54.07033333333333,0.033060376672794156,-1.5023018992863217,None
59,2024-06-27 12:45:05,CVLT,119.94,119.94,119.94,119.94,100.0,1.0,119.94,TXRH,174.01,174.01,174.01,174.01,0.0,0.0,174.01,-54.06999999999999,-54.069333333333326,0.032582344841987396,-0.020460978787762943,None
