date,ticker_stock1,open_stock1,high_stock1,low_stock1,close_stock1,volume_stock1,count_stock1,wap_stock1,ticker_stock2,open_stock2,high_stock2,low_stock2,close_stock2,volume_stock2,count_stock2,wap_stock2
2024-06-24 10:37:00,EPAC,39.19,39.19,39.19,39.19,0,0,39.19,SPXC,144.0,144.0,144.0,144.0,0,0,144.0
2024-06-24 10:37:05,EPAC,39.19,39.19,39.19,39.19,0,0,39.19,SPXC,144.0,144.0,144.0,144.0,0,0,144.0
2024-06-24 10:37:10,EPAC,39.19,39.19,39.19,39.19,0,0,39.19,SPXC,144.22,144.22,144.22,144.22,172,1,144.22
2024-06-24 10:37:15,EPAC,39.19,39.19,39.19,39.19,0,0,39.19,SPXC,144.22,144.22,144.22,144.22,0,0,144.22
2024-06-24 10:37:20,EPAC,39.19,39.19,39.19,39.19,0,0,39.19,SPXC,144.22,144.22,144.22,144.22,0,0,144.22
2024-06-24 10:37:25,EPAC,39.19,39.19,39.19,39.19,0,0,39.19,SPXC,144.03,144.04,144.03,144.03,200,2,144.035
2024-06-24 10:37:30,EPAC,39.19,39.19,39.19,39.19,0,0,39.19,SPXC,144.03,144.03,144.03,144.03,0,0,144.03
2024-06-24 10:37:35,EPAC,39.19,39.19,39.19,39.19,0,0,39.19,SPXC,144.03,144.03,144.03,144.03,0,0,144.03
2024-06-24 10:37:40,EPAC,39.19,39.19,39.19,39.19,0,0,39.19,SPXC,144.03,144.03,144.03,144.03,0,0,144.03
2024-06-24 10:37:45,EPAC,39.19,39.19,39.19,39.19,0,0,39.19,SPXC,144.03,144.03,144.03,144.03,0,0,144.03
2024-06-24 10:37:50,EPAC,39.13,39.13,39.13,39.13,200,2,39.13,SPXC,144.03,144.03,144.03,144.03,0,0,144.03
2024-06-24 10:37:55,EPAC,39.13,39.13,39.13,39.13,0,0,39.13,SPXC,144.03,144.03,144.03,144.03,0,0,144.03
2024-06-24 10:38:00,EPAC,39.13,39.13,39.13,39.13,0,0,39.13,SPXC,144.03,144.03,144.03,144.03,0,0,144.03
2024-06-24 10:38:05,EPAC,39.11,39.11,39.11,39.11,100,1,39.11,SPXC,144.03,144.03,144.03,144.03,0,0,144.03
2024-06-24 10:38:10,EPAC,39.11,39.11,39.11,39.11,0,0,39.11,SPXC,144.03,144.03,144.03,144.03,0,0,144.03
